gene_id	gene_name	MM1S monoculture-1	MM1S monoculture-2	MM1S monoculture-3	MM1S cocultured-1	MM1S cocultured-2	MM1S cocultured-3
ENSG00000004059	ARF5	3432.864750225635	3242.380339265983	3244.851079970384	2052.190076545712	1901.7302564609554	2034.8561466828417
ENSG00000004139	SARM1	400.7559984049383	391.8112844296897	427.3463903176922	130.50632582386305	111.78530535075282	146.4006932080795
ENSG00000004142	POLDIP2	4605.910953890089	4202.034064898122	4488.379384354133	3510.532576523779	3526.7573805413435	3459.141960451367
ENSG00000004399	PLXND1	435.5438454887003	371.53119724388796	395.0469538401922	186.56273423142838	195.27926798927808	184.98692242571286
ENSG00000004455	AK2	6789.196236866993	6926.866579182444	6915.806264240095	7671.845019404137	7738.027248168779	7943.088773359291
ENSG00000004468	CD38	2881.8252524188447	3054.992333669175	2985.2133021320187	4096.49722065911	4097.414464029446	4143.480084517041
ENSG00000004478	FKBP4	6572.120071064318	6107.551056876054	6427.587859022498	7296.967788178544	7331.597958961412	7115.754623369446
ENSG00000004487	KDM1A	2279.2997409280865	2365.4693693519157	2287.0485598106725	2032.9206861556115	2109.4301139336503	2248.2152964744614
ENSG00000004534	RBM6	2787.202308351012	2977.928002363128	2945.460149544326	4269.921734170016	4250.601734324922	4428.337247270746
ENSG00000004660	CAMKK1	54.26904145066873	76.25312781861456	78.26401915701922	55.180527026197126	52.44248892998281	49.93512016399611
ENSG00000004700	RECQL	1676.7742294373286	1769.2348060893441	1801.3147266298074	2562.8289218833775	2551.051073344032	2593.221581243889
ENSG00000004766	VPS50	1103.4705094969308	1187.6019056005503	1161.5374271716344	1653.6640480231774	1694.0303989882605	1651.2636326957804
ENSG00000004777	ARHGAP33	1391.5138833504802	1285.7575275798306	1252.2243065123075	652.5316291193152	667.9517011082021	610.570332914316
ENSG00000004779	NDUFAB1	2493.5928789640607	2365.4693693519157	2577.7434881081726	2611.878279239997	2432.365440502492	2479.7326717802616
ENSG00000004864	SLC25A13	635.9218446911694	533.7718947303019	550.3327061358652	646.4004594497377	647.2507186358404	641.2123384694955
ENSG00000004866	ST7	1451.3489803345508	1319.0168705645456	1382.6643384406727	1157.0393047874031	1195.136721404345	1195.0382166519978
ENSG00000004897	CDC27	2525.5976982811217	2610.4528225564004	2785.205253175192	4169.195375312672	4044.971975099463	4333.006563321299
ENSG00000004961	HCCS	1142.4328982307443	1152.7201556409711	985.1328125637498	1468.8530765544854	1553.2637181762013	1631.970518086964
ENSG00000004975	DVL2	1728.2602431212965	1597.2596667537455	1496.9546521302882	1285.7938678485298	1274.4904875483978	1128.0797600684575
ENSG00000005007	UPF1	5062.327507629047	4633.594320211982	4641.180564613076	3189.959990943015	3153.449663289756	3075.549446464306
ENSG00000005020	SKAP2	1285.7588282158438	1420.4173064935542	1424.902063065096	2153.792316784424	2308.849578417401	2436.606886184083
ENSG00000005022	SLC25A5	13190.160100279201	12537.96110175007	12699.889965749324	11074.644186019626	10870.775928986173	11032.256888959231
ENSG00000005059	MCUB	1686.514826620782	1587.5252249045607	1798.8301545930765	1520.5300780552097	1697.480562733654	1703.4685310490493
ENSG00000005075	POLR2J	1046.418440279561	898.0022605873013	878.2962149843268	1125.5075750581477	1105.4324640241114	1147.3728746772742
ENSG00000005100	DHX33	3217.1800983063104	3355.9488275064728	3248.5779380254803	2754.6469444030154	2727.009424359106	2611.379806758069
ENSG00000005156	LIG3	2453.238976346897	2376.0150146885326	2293.2599899024995	2114.377654622855	2093.55936070484	2175.5823944177396
ENSG00000005175	RPAP3	1366.4666334501717	1359.577044936149	1490.7432220384612	2049.5624324016076	2103.909851941021	2140.400832484015
ENSG00000005187	ACSM3	114.10413843473938	108.70126731589735	73.29487508355767	138.38925825617693	135.24641881942935	142.99602592417068
ENSG00000005189	REXO5	482.85531752261664	378.8320286307766	454.6766827217307	553.5570330247077	545.1258717721897	522.0489835326866
ENSG00000005194	CIAPIN1	1725.4772153545955	1853.5999687822796	1883.3056038419227	1808.69505252535	1720.9416762023304	1753.4036512130454
ENSG00000005206	SPPL2B	3722.2996379625347	3907.56719896028	3756.672919536922	1729.8657282022114	1645.0380738036713	1504.862939487701
ENSG00000005238	FAM214B	347.87847083762006	311.5021391739148	277.0297820954807	244.3709054017301	280.8433288750395	251.94537900925312
ENSG00000005249	PRKAR2B	385.44934568808304	353.6847205203824	398.77381189528836	496.62474323577413	489.923251845892	533.3978744790494
ENSG00000005302	MSL3	1572.4106881860428	1655.6663178488545	1749.1387138584612	1540.6753498266785	1603.6361088589479	1683.0405273455963
ENSG00000005339	CREBBP	5154.167423930178	5042.440877877746	4945.540639112595	3769.7934654087685	3746.8778274974557	3674.770888432259
ENSG00000005379	TSPOAP1	2387.837823829424	2802.708049077801	2495.7526108960574	1401.4102101891333	1428.3677905929528	1054.3119689170996
ENSG00000005421	PON1	2.7830277667009606	9.734441849184838	4.969144073461537	5.25528828820925	9.660458487102096	11.348890946362753
ENSG00000005436	GCFC2	115.49565231808985	88.4211801300956	124.22860183653843	155.9068858835411	158.01749953902714	166.82869691153246
ENSG00000005448	WDR54	809.8610801099795	720.3486968396779	744.1293250008653	685.8151216113072	664.5015373628084	627.5936693338602
ENSG00000005469	CROT	306.13305433710565	273.3755752646075	250.94177570980764	338.9660945894966	323.6253593179202	332.52250472842866
ENSG00000005483	KMT2E	3687.5117908787724	3712.8783619765836	3899.5358116489415	4900.556328755126	4924.763730174833	5144.452265986236
ENSG00000005486	RHBDD2	1518.141646735374	1690.5480678084334	1560.3112390669228	1303.311495475894	1304.8519285078617	1204.1173294090881
ENSG00000005700	IBTK	2895.740391252349	3286.996531074747	3041.116172958461	3800.449313756656	3905.5853597855616	4066.3076260817743
ENSG00000005801	ZNF195	1313.5891058828533	1436.6413762421955	1438.567209267115	1724.6104399140022	1684.3699405011582	1703.4685310490493
ENSG00000005810	MYCBP2	8873.684034126012	9204.725971891696	8991.666200928652	10525.466559901759	10193.853802139947	10672.497045959533
ENSG00000005812	FBXL3	1188.3528563813102	1209.504399761216	1178.9294314287497	1574.8347237000385	1485.6405087664866	1611.542514383511
ENSG00000005844	ITGAL	3378.595708774966	3244.813949728279	3427.4671246700955	2705.5975870463953	2680.087197421753	2553.5004629316195
ENSG00000005882	PDK2	791.7713996264232	767.398499110738	755.3098991661537	373.12546846285676	368.4774880080371	400.61585040660515
ENSG00000005884	ITGA3	1365.075119566821	1344.1641786749396	1344.1534718713458	479.10711560840997	474.0524986170814	497.0814234506886
ENSG00000005889	ZFX	1362.29209180012	1455.2990564531333	1450.990069450769	1795.556831804827	1855.4980622726812	2042.8003703452955
ENSG00000005893	LAMP2	3359.114514408059	3372.984100742546	3454.797417074134	4882.162819746393	5003.427463569807	5147.8569332701445
ENSG00000006007	GDE1	2319.6536435452504	2109.9402708108137	2310.651994159615	2289.5539308964967	2374.4026895798793	2517.1840119032586
ENSG00000006015	REX1BD	1917.5061312569617	1937.1539279877827	1841.0678792174997	790.0450059941239	765.9363514773804	700.2265713905819
ENSG00000006016	CRLF1	34.787847083762	25.147308110394164	26.088006385673072	25.400560059678043	11.040523985259538	17.02333641954413
ENSG00000006025	OSBPL7	1088.1638567800755	1006.7035279031986	1012.4631049677882	605.234034525432	585.1477712187556	512.9698707755964
ENSG00000006042	TMEM98	253.2555267697874	198.7448544208571	242.24577358124995	148.02395345122721	136.62648431758677	145.26580411344324
ENSG00000006062	MAP3K14	1650.3354656536696	1551.8322714575495	1571.4918132322111	1158.7910675501396	1155.1148219577792	1067.930638052735
ENSG00000006118	TMEM132A	9.740597183453362	11.356848824048978	14.907432220384612	2.627644144104625	8.970425738023375	11.348890946362753
ENSG00000006125	AP2B1	5141.643798980024	5044.874488340042	5196.4824148224025	5943.731053964661	5842.507286449531	6033.070427086439
ENSG00000006194	ZNF263	1331.6787863664097	1134.8736789174657	1203.7751517960573	1092.2240825661559	1153.044723710543	1083.819085377643
ENSG00000006282	SPATA20	574.6952338237484	469.6868192231684	513.0641255849038	161.16217417175034	176.6483837641526	120.29824403144518
ENSG00000006327	TNFRSF12A	22.264222133607685	25.958511597826234	18.634290275480765	20.145271771468792	11.040523985259538	6.809334567817651
